0,techinsurance,Can't contact anyone. Try calling during business hours and can't get in contact with anyone. Left voicemail for agent and nothing for several days. Tried calling several numbers including the Insureon one. Option 7 just leaves you hanging.,Can't contact anyone. Try calling during business hours and can't get in contact with anyone. Left voicemail for agent and nothing for several days. Tried calling several numbers including the Insureon one. Option 7 just leaves you hanging.,2019-05-31,1,5 
1,techinsurance,"I was doing a couple of jobs in condos, and the condos require insurance. I had to get the insurance but I never got a renewal notice and I forgot about it. I didn't even know it expired. I chose TechInsurance over other technology-related insurance prov","I was doing a couple of jobs in condos, and the condos require insurance. I had to get the insurance but I never got a renewal notice and I forgot about it. I didn't even know it expired. I chose TechInsurance over other technology-related insurance providers with price being a big factor. I spoke to the broker who was okay. The guidance was okay as well, but I haven’t really used the insurance. Now, I wonder if TechInsurance has any benefit similar to if one has AAA then they get discounts on certain things.",2018-05-06,3,0
2,techinsurance,"I just needed to get an insurance so I’d be protected, and every person that I dealt with from TechInsurance has been very courteous, nice and thorough. Everything has been fine with them.","I just needed to get an insurance so I’d be protected, and every person that I dealt with from TechInsurance has been very courteous, nice and thorough. Everything has been fine with them.",2018-04-29,4,0
3,techinsurance,"I was in need of insurance so I called TechInsurance and I was given a quote which I took. The person who was handling my account was very nice and she gave me all the information I needed. Also, the guidance I received was very good. I'm happy with my e","I was in need of insurance so I called TechInsurance and I was given a quote which I took. The person who was handling my account was very nice and she gave me all the information I needed. Also, the guidance I received was very good. I'm happy with my experience with TechInsurance.",2018-04-23,5,0
4,techinsurance,I was trying to find a new solution for business insurance and I reached out to TechInsurance as they made it easy to do stuff online. They also seemed to understand my line of business and have the type of insurance that I needed. I started with an onli,I was trying to find a new solution for business insurance and I reached out to TechInsurance as they made it easy to do stuff online. They also seemed to understand my line of business and have the type of insurance that I needed. I started with an online application and I had an agent email me after that. The agent recommended a couple of different options and I purchased two types of insurance through them. I had questions in both instances and their agents were very helpful in answering the questions through email or on the phone. The insurance was something that my clients wanted to see that I have. It also me gives some of peace of mind to have some of those things covered. I'd tell people to go to TechInsurance’s website and see if it works for them.,2018-04-19,5,0
5,techinsurance,"TechInsurance was recommended to me by one of my clients. The representatives I worked with got me insurance on the same day, which was what I needed because I wasn't gonna be able to work with that client unless I had insurance.","TechInsurance was recommended to me by one of my clients. The representatives I worked with got me insurance on the same day, which was what I needed because I wasn't gonna be able to work with that client unless I had insurance.",2018-04-08,5,0
6,techinsurance,"I need a workers’ compensation insurance and someone referred TechInsurance. The interaction with them had been fine. The guidance I received was fine as well. However, I had to cancel the policy because the contract that my person was on did not need wo","I need a workers’ compensation insurance and someone referred TechInsurance. The interaction with them had been fine. The guidance I received was fine as well. However, I had to cancel the policy because the contract that my person was on did not need workers’ compensation anymore. Even so, I would tell a friend that my experience with TechInsurance had been fine.",2018-03-27,5,0
7,techinsurance,I was looking around for another company that offers general liability insurance because I wanted to assess the one I had. I had a great response from TechInsurance and my interaction with their reps was great. I received excellent guidance and they've b,I was looking around for another company that offers general liability insurance because I wanted to assess the one I had. I had a great response from TechInsurance and my interaction with their reps was great. I received excellent guidance and they've been really responsive. Nationwide contacted me and all the paperwork was sent to me.,2018-03-25,5,0
8,techinsurance,"I had our liability and other business insurance with TechInsurance back in 2008 and when I needed the new business liability as well as Arizona Mission's insurance, I decided to use them again. Their agents were very easy to deal with. I told them what ","I had our liability and other business insurance with TechInsurance back in 2008 and when I needed the new business liability as well as Arizona Mission's insurance, I decided to use them again. Their agents were very easy to deal with. I told them what I thought I needed and then the agent started to ask me certain questions to make sure that I was right in what I needed. It was thorough but very quick. I got hold of very quick quotes. We picked the simplest way to do it and I was literally insured in minutes. And they had my main client there on the certificate very quickly. Compared to every other type of insurance I've ever bought in my life this was just lightning fast and simple to deal with.",2018-03-22,5,0
9,techinsurance,"TechInsurance's representative was very genuine and straightforward. Their guidance was very dependable and the service was quick. They make the work as soon as possible. Overall, they're a very reliable company.","TechInsurance's representative was very genuine and straightforward. Their guidance was very dependable and the service was quick. They make the work as soon as possible. Overall, they're a very reliable company.",2018-03-17,5,0
