0,asus,"ASUS Customer Service/ Support Business Practice, (Lacking)

Scenario: ASUS offers three applications, MyASUS, Armoury Crate, and AI Suite 3 that provide driver & utility updates. All of which end up being older versions compared to their drivers posted ","ASUS Customer Service/ Support Business Practice, (Lacking)

Scenario: ASUS offers three applications, MyASUS, Armoury Crate, and AI Suite 3 that provide driver & utility updates. All of which end up being older versions compared to their drivers posted to their website, and currently on my system. For example, RAID/ SATA driver on my system is dated 2021, after the update, the driver date was 2020.

Another issues that is under MYAsus/ Customer Service there are more than one driver and utility being offered under one particular category. As mentioned before, RAID/ SATA drivers. There were two listed. You have to review the version number, digit by digit to decipher whether it is new or older than the driver option underneath. Companies, including Intel, date their drivers and utilities. This practice is less time consuming for the End User.

Microsoft is another problem. When I perform a clean install of Windows 10/ 11, I install all my system drivers. Then, when Windows scans my system for updates, I get hit with drivers updates with ASUS signature attached. In turn, Microsoft is providing drivers that are newer than what ASUS is releasing. I noticed this particularly with the Intel graphics driver.

Communication: Lacking. They sent me a form. I immediately filled it out and sent it back to them. They indicated that they didn't receive it. I checked, the email was in my ""sent"" folder, and an electronic receipt was generated through MS Outlook verifying transmission was successful. Which means it hit their email server. Language barrier is also a problem. I do not enjoy having to decode their instructions due to their inability to speak the English language.

Contact Numbers: Numbers that are offered in the Manual (Dated 2021) are becoming obsolete. I tried a few and got absolutely no where. I had to google, ASUS Customer Support.

I come from a long history of only purchasing Intel boards. Unfortunately, they stopped manufacturing their motherboards in 2014. Not once did I have to call Intel on any issue upon installation. Their documentation was straightforward, and diagrams were large enough, that you didn't have to second guess.

Finally analysis: I experience better results googling my issues. Don't forget, there are others that are experiencing the same issue as yourself.",2022-02-01 09:10:00,neg
1,asus,"Bought an ASUS netbook last September 12, 2021, in less than a year the netbook will not turn on when on battery mode even if its 100 percent fully charge, when you remove the charger it will turn off even if its 100 percent fully charge, it will only tu","Bought an ASUS netbook last September 12, 2021, in less than a year the netbook will not turn on when on battery mode even if its 100 percent fully charge, when you remove the charger it will turn off even if its 100 percent fully charge, it will only turn on when its plugged in. Already sent it to the service center and still they are looking into the problem. I emailed ASUS and requested for a replacement and hopefully they will respond to my request. Its my first time to use ASUS and with only less than a year felt bad to encounter such issues which i have not experienced with the other brands. It's disappointing.",2021-09-06 01:25:00,neg
2,asus,"Asus is a terrible and horrible company.
Your information is NOT secure as they have people working from home.
The last representative hung on me.

Tammy and Zack are the CEO office, but their phone numbers change without notice.
I fully regret ever doin","Asus is a terrible and horrible company.
Your information is NOT secure as they have people working from home.
The last representative hung on me.

Tammy and Zack are the CEO office, but their phone numbers change without notice.
I fully regret ever doing any business with Asus.
They don't follow-up.
I'm still waiting for my buy back money
Which on one follow up.
Calling them is a dead end.",2021-08-09 14:54:00,neg
3,asus,It is my recommendation not to buy ASUS products as when the warranty expires the FEES start mainly because tech. support don't know what there doing laundry have a survallance system which needed the controls loaded because Microsoft eliminated internet,It is my recommendation not to buy ASUS products as when the warranty expires the FEES start mainly because tech. support don't know what there doing laundry have a survallance system which needed the controls loaded because Microsoft eliminated internet explore which it worked originally so the new browsers needed to have the controls loaded which ASUS wanted to charge to laod the controls they are operating on a big money situation.,2021-07-01 13:34:00,neg
4,asus,"Hello,
I bought my asus rog strix laptop 2months ago with 1year insurance and 3year of warranty but i forget to watch the manufacturing defect like fanissue,become hot too fast,battery issue,all usb point are defected,ether net point is also defected, an","Hello,
I bought my asus rog strix laptop 2months ago with 1year insurance and 3year of warranty but i forget to watch the manufacturing defect like fanissue,become hot too fast,battery issue,all usb point are defected,ether net point is also defected, and even now motherboard and ram issue also came now laptop was not working even not on also so i want my refund or replacement of new laptop otherwise i will file a complain against asus.

Thankyou",2021-06-17 21:14:00,neg
5,asus,I purchased a monitor that was 144HZ. Never able to get to 144HZ even after following ASUS suggestions. Been working on this problem for months. Finally told to send monitor in for service . I followed directions and even took pictures packaged unit with,"I purchased a monitor that was 144HZ. Never able to get to 144HZ even after following ASUS suggestions. Been working on this problem for months. Finally told to send monitor in for service . I followed directions and even took pictures packaged unit with packing peanuts and sent it off. Received email that they received my unit and sent pictures showing unbelievable damage. I sent my one pic although I have 2 more, but was not able to send all three. Now they want to charge me the the full cast of what I paid for it or they'll send the damaged unit to me. The company stinks and so does the warrantee. No more ASUS products for us and definitely not through Walmart",2021-05-17 06:06:00,neg
6,asus,"Whether you throw your money in a garbage can or buy an asus product the outcome will be the same. I would strongly urge anyone to stay far away from this company. I bought a brand new asus laptop in June 2020, in August 2020 the motherboard went out whi","Whether you throw your money in a garbage can or buy an asus product the outcome will be the same. I would strongly urge anyone to stay far away from this company. I bought a brand new asus laptop in June 2020, in August 2020 the motherboard went out while I was out of town for work. I had to buy a cheap computer just so I could finish my job. Sent the laptop in for repair in September. Didn't hear a word for a month until I complained and then they said they had to send it to another repair facility. No updates whatsoever throughout the whole process. Finally today December 10 2020 almost three months to the day that I sent it in for repairs I have received a package but the computer they sent back to me belongs to someone else. I just called support and explained the situation and the person hung up. Worst experience of my life with a computer company and their support team",2020-12-10 16:13:00,neg
7,asus,"Hi
Got asus zephyrus s the laptop has problem gone in for repair 4 time now that i keep emailing them they offered a replacemnt unit and when i agreed on a model and the they confirm to proceed with the offer of replacement the next day they say the lapt","Hi
Got asus zephyrus s the laptop has problem gone in for repair 4 time now that i keep emailing them they offered a replacemnt unit and when i agreed on a model and the they confirm to proceed with the offer of replacement the next day they say the laptop is not available. It has been 4 month back and forth worst company to buy a laptop from never get anything from this company.",2020-11-17 16:01:00,neg
8,asus,"I bought an ASUS, the company shipped it to my address via fedex, without a signature, they left it in the lobby and was stolen,
I never got the laptop, been 2 weeks im calling and checking with ASUS for a refund, and they are trying to shy away from an ","I bought an ASUS, the company shipped it to my address via fedex, without a signature, they left it in the lobby and was stolen,
I never got the laptop, been 2 weeks im calling and checking with ASUS for a refund, and they are trying to shy away from an answer. I mean who send a laptop without a signature? it is not a pizza. ASUS is one of the most unprofessional companies i worked with, it was my first time i order an ASUS laptop and my last",2020-10-11 20:38:00,neg
9,asus,"bad customer service from people don't have full access to our profil,,,cheap labor from far country to save money. My repair product it's return to the wrong address...have to call them back again to fix the tracking address number because they don't kn","bad customer service from people don't have full access to our profil,,,cheap labor from far country to save money. My repair product it's return to the wrong address...have to call them back again to fix the tracking address number because they don't know how to read a address of they customer. OMG. they ship my package as far than 20 hours by car ahahahah so stupid...I got my product all registered on my account, sent paper wit all the info and they find a way to ship to wrong place. I do Miss HP customer service 1 million time better they this expensive product for so poor customer service!",2020-10-08 02:47:00,neg
