0,Nintendo,I sent a Nintendo do switch in for a repair that was under warranty. They returned it two weeks later in worse condition than I sent it in. It's brand new and doesn't even connect to internet.,2022-01-06 16:05:00,neg
1,Nintendo,"i was in hold for 3 and a half hours then they hung up on me, given it is the day after christmas but still",2021-12-26 17:53:00,neg
2,Nintendo,The top representatives are all super narrow-minded.,2021-08-28 14:20:00,neg
3,Nintendo,Rude ! Rude ! Rude ! I was trying to get help linking a account to get a family online membership rep was impatient and hung up the phone on me . What! And you want my money?,2020-07-08 17:18:00,neg
4,Nintendo,"This is in regards to the nes classic edition console. You people are shameless aren't you? Do you honestly believe you're fooling anyone with this ""we apologize for shortages"" nonsense? Even Forbes magazine has openly accused you of intentionally inflating demand by not producing enough. You say some of the parts are ""difficult to procure"". Are you kidding?! Thumb size computers, raspberry pie mini pc's, and cell phones from ten years ago can all run your roms but you can't seem to get your production rolling because of parts? You did this on purpose like you always do. Just like Apple, you make things people want but the way you do business is absolutely terrible. But you do it because you can, isn't that right? I'd love to see nintendo fail and get bought up by someone who actually understands about respecting customers.",2017-02-13 11:38:00,neg
5,Nintendo,Can't seem to get help!,2017-01-13 18:02:00,neg
6,Nintendo,Wow where do I start I have been a Nintendo customer since 91. Sent a Wii u pad charger received today without charger when I called the person I spoke to called me a list said they inventory everything. When I told her I've spent over 4000$ over the years with them y are u doing me like this over a charger I was told sorry but they weren't sending me a charger I know you are worth billions now and my 4000$ means nothing to you as a company but it u have any shread on integrity as a company and care about the fans that put u guys where u are today. If you do I can be reached,2016-10-25 14:35:00,neg
7,Nintendo,"Your splatoon game online is so bad about getting into a battle the wait time is b.s. if ur gonna make a game make sure it works r ighr before people pay 60 bucks for something that disapoints. And when u do get to a battle 80 percent of the time the battle stops from some dropping out or they're bad signal.I would like a refund on the game. You guys need to do some work and,step it up. Why isn't there more game selection x box and ps 2 is even is alot better .",2016-07-23 07:37:00,neg
8,Nintendo,How to install the Wii Nintendo.. Bcoz when I connect the av connector... They got showing code error003...I don't know how to solve this problem... Thanks.... Please give me the solution....,2016-07-21 07:51:00,neg
9,Nintendo,"My Wii U tablet was originally supposed to be covered under warranty. Two weeks later I got a call it would cost $106.00. I negotiated a lower price to $36.00 and both charges showed up pending when I DID NOT authorize a charge for $106.00
After speaker to a supervisor and a 35 minute phone conversation she said she would refund my account in 3 business days causing me to pay 40.oo I'm over draft fee's! This should NOT ever happen!!!!!",2016-06-21 16:22:00,neg
10,Nintendo,"I have a WII no sound is on all of a sudden
I have used this for net flix and some games now no sound
I have replaced the cord and tried different tvs with it and still no sound
can you please tell me what the problem could be",2016-05-24 07:56:00,neg
11,Nintendo,"Sent my WiiU (gamepad and console) in for a repair due to the gamepad and the console not syncing properly. This started happening about 8 months after the system was purchased.

Repaired it quick and shipped it quick...problem is they shipped it to a location 2 states away from me. Called and confirmed that my address was correct in their system, and after a few days of waiting for them to figure out what happened they just sent me a replacement (not a new one, one that was ""factory certified"").


It has been a few weeks in the process now and I came home today to find the replacement WiiU sitting on my doorstep. Awesome. NOPE, not awesome. These boneheads sent me only the console, not realizing that when I sent it in for service I sent my console AND THE GAMEPAD. I now have a (used) console that looks nice and pretty but no way to use it. Now I have to wait even longer for them to send me a replacement gamepad. Not holding my breath on that actually coming to the right place or working properly with my hodge podge of parts and pieces I now have.

Oh, and when I asked for a refund of any or all of the service fee of $115 that I paid they really tried to make good by offering me $10 to be added to my account. Wow, great customer service. I guess since they gave my original gamepad and console away to someone in NC they didn't want to lose any more money by taking care of the consumer. Great business model, Nintendo.",2016-03-16 13:19:00,neg
12,Nintendo,"Horrible, they will never help me. Call, chat, mail and email. They never help. I have spend like over 10,000 on them over the years but now that I need help they do nothing. Worst services, yes even worst than Comcast. What kill it for me no just that they will never help but that they are rude why will someone be rude if I'm just asking to be help, well that Nintendo. Lost a life time fan here.",2016-02-24 17:35:00,neg
13,Nintendo,"Alright, so I have worked in customer service for 5 years and 1 thing I know is that you do not just disconnect from the customer. I was talking to some person over their chat and after they told me about not being able to help me in figuring out a resolution for a malfunction with a DLC code they disconnected my chat. Even if there was really nothing they could do there is a more professional way of telling a customer that. I am very disrespected and wish I had their name. Nintendo you need to fix this or I will never buy another product of yours again I am upset by this.",2016-02-22 17:09:00,neg
14,Nintendo,"One word: the worst.

The first time I called them, they gave me money and never explained why. So I bought sonic 2.
After, I called about missing dlc and they had to delete games that I really owned and keep sonic 2.
I complained and they were like: No.

I don't know if I should sent in my DS for repair. They Robbed me.

If this ever happens, just get a flashcard and prove that you own the game and Nintendo were idiots.",2016-01-18 21:29:00,neg
15,Nintendo,"Just want to talk to a person is that to much to ask.
Well stop purchasing your products, due to such inability.
Thanks for nothing
Oh yeah anybody want to buy a piece of sh!t wii system that won't read a disc...got on real cheap",2015-12-26 08:01:00,neg
16,Nintendo,"24/7 7 days a week customer support but they couldn't cancel my order before it shipped and there is no way online to cancel an order that has been placed (and not even processed yet).

My option is to return the item on my own dollar to receive a refund within *TWO* billing cycles. The item I ordered was $20 so now I have to pay ~$5 to ship it back, and wait two months for a refund? Forget it Nintendo.

Nintendo you are years behind every company in every area. This isn't the 1980's why can't I have a button to cancel orders, why is it so difficult to transfer data between systems, why do you continuously do things backwards and make everything difficult.",2015-11-16 18:13:00,neg
