0,sunlux-energy,"When we bought the house, my sister got her solar, so to save money, we decided to go with solar. We were about to sign the contract with another company, but then SunLux gave us a better price so we decided to go with them. The reps were very good and r","When we bought the house, my sister got her solar, so to save money, we decided to go with solar. We were about to sign the contract with another company, but then SunLux gave us a better price so we decided to go with them. The reps were very good and respectful. The response was quick. The only thing I don't like is the app because it shows me how much we're producing, but not how much we're spending. I wanna have energy for summer and I have to keep track like that. I don't know if it's because I don't have the battery, but that's the only thing that I can think of. Otherwise, everything is perfect. I'm very happy.",2020-05-21,5,3 
1,sunlux-energy,"I took bids from four other companies and I thought SunLux' salesman was professional and was persistent with his follow-up. He always had the answers or he came back with the answers, and their quote was competitively priced. He was able to give me the ","I took bids from four other companies and I thought SunLux' salesman was professional and was persistent with his follow-up. He always had the answers or he came back with the answers, and their quote was competitively priced. He was able to give me the product that I was looking for, which was the Panasonic panels and the SolarEdge system. I have a certain kind of a roof called a TPO roof which is like a vinyl roof. And some companies would charge extra, some wouldn't, but he just acted like, ""No big deal, we can take care of that."" So it gave me confidence in him. I was in the final hours of making decision with another company and I changed, because I thought he was exceptional.
Read full review",2020-05-12,4,3 
2,sunlux-energy,"When I talked to the SunLux representative, he was very informative. He talked to me to get me exactly what I was looking for. So, it really worked out. Because of COVID, a lot of our interactions were mostly over the phone and emailing back and forth, b","When I talked to the SunLux representative, he was very informative. He talked to me to get me exactly what I was looking for. So, it really worked out. Because of COVID, a lot of our interactions were mostly over the phone and emailing back and forth, but he was very quick to respond to me. He covered a lot of good options, and I was able to make a good decision with the options he gave me. Unfortunately, it's not a smooth process for anybody. I don't think any company would have done better. Any delays and stuff that we had were really from our city. It wasn't really from SunLux themselves. They did really good.
Read full review",2021-06-15,5,0
3,sunlux-energy,We talked with a couple of companies. There was a company where we started to move towards the design phase but the design really did not accommodate our home. We have a Spanish-style home and part of it has a flat roof. Another part is tiled out roofing,"We talked with a couple of companies. There was a company where we started to move towards the design phase but the design really did not accommodate our home. We have a Spanish-style home and part of it has a flat roof. Another part is tiled out roofing with classic clay tiles. We wanted to make sure that the investment was going to yield the savings we were seeking. If they were putting in solar and there was not enough solar panels to offset the cost of paying the utility company, it didn't make any sense. They didn't seem to have an alternative. Also, there wasn't any consistency in contact with the customer service so we decided to hold off on that.
Read full review",2021-03-23,5,0
4,sunlux-energy,"I saw a neighborhood family install the solar panel with the SunLux. So, I got the number and I called. I was in touch with Adam, the salesperson, and I was very impressed with his explanation. He was very responsible. And then later on, everything went ","I saw a neighborhood family install the solar panel with the SunLux. So, I got the number and I called. I was in touch with Adam, the salesperson, and I was very impressed with his explanation. He was very responsible. And then later on, everything went smoothly, but the pandemic made things go much slower. My project is very simple but it did not pass the local permit department for the first time, then SunLux had to resubmit the plan. I was surprised to find that out. I waited for a long time. That was a little disappointing. The project started in October 1st. Three months should have been enough to finish by the end of 2020, but it did not until February 8. Everything else looked fine. Somebody kept me updated frequently, so I like that part.
Read full review",2021-02-21,4,0
5,sunlux-energy,"My meeting with the sales representative was done online via Zoom and he was able to present the background of the company, options for the house, and an overview of the process, should I decide to move forward with them. He went through a basic design a","My meeting with the sales representative was done online via Zoom and he was able to present the background of the company, options for the house, and an overview of the process, should I decide to move forward with them. He went through a basic design and potential, given my location, and gave an overall pricing review and the various guarantees associated with it. SunLux's warranties and guarantee seemed longer than some of the other solar providers around the area. I decided to move forward with them and go with the in-house financing for that.
Read full review",2021-02-16,5,0
6,sunlux-energy,"The customer service with SunLux Energy is outstanding. They're constantly on top of everything. They kept me apprised of every step that was being taken. My project manager, Berlin, was fantastic. What's shocking was that they buy the panels from a dist","The customer service with SunLux Energy is outstanding. They're constantly on top of everything. They kept me apprised of every step that was being taken. My project manager, Berlin, was fantastic. What's shocking was that they buy the panels from a distributor and they don't tell you what it is. Once we were into the project, I got a certified letter stating that if SunLux doesn't pay their bill, I'm getting a $14,000 lien put on my house. It never happened because they did pay it but I was very aggressive at first with these people thinking I didn't do business with them. I didn't sign any contracts with them.
Read full review",2021-02-12,4,3 
7,sunlux-energy,Our rep with SunLux was organized. My wife and I were fine working with him. I'm hoping that the installation will start in early February.,Our rep with SunLux was organized. My wife and I were fine working with him. I'm hoping that the installation will start in early February.,2022-01-15,4,0
8,sunlux-energy,"We like our rep, Gary. He was helpful, knowledgeable and willing and available to answer every and excess question that I ended up having. We got two different projects with SunLux going on and right now, they are waiting for the City of Long Beach to ap","We like our rep, Gary. He was helpful, knowledgeable and willing and available to answer every and excess question that I ended up having. We got two different projects with SunLux going on and right now, they are waiting for the City of Long Beach to approve all the design so it's kind of at a standstill. There was also a little bit of delay sometimes with communication back. But we were dealing with Christmas and New Year so it was kind of understandable. The process has been easy, so far.",2022-01-07,5,0
9,sunlux-energy,I like SunLux Energy's customer service. Their rep who did the interview was straight out with me while everybody else was scheming. I even told him he’s got my business because of that.,I like SunLux Energy's customer service. Their rep who did the interview was straight out with me while everybody else was scheming. I even told him he’s got my business because of that.,2022-01-06,5,0
10,sunlux-energy,"I canceled my contract with SunLux. What was written down said I wouldn't have any more expenses, but the site inspection was done after the contract signing. They wanted to remove part of my roof because the tiles, they said, were too light and it was t","I canceled my contract with SunLux. What was written down said I wouldn't have any more expenses, but the site inspection was done after the contract signing. They wanted to remove part of my roof because the tiles, they said, were too light and it was their policy not to put panels up there. To remove the tile roofs and put shingles down was another 15,000, which brought the end price up to 38,000. So, I said, “No.”",2022-01-05,5,0
11,sunlux-energy,"The sales rep was great, answered all the questions I had and was very knowledgeable about the process and the different panels that I was interested in. I’m waiting for the HOA to give approval for the installation. Apart from that, the process has been","The sales rep was great, answered all the questions I had and was very knowledgeable about the process and the different panels that I was interested in. I’m waiting for the HOA to give approval for the installation. Apart from that, the process has been very good. I haven't had any issues with SunLux, and the communication has been quite well.",2022-01-04,5,0
12,sunlux-energy,"Everything has been great. I've been well-informed about everything and never had any questions. Everything was almost answered preemptively and it's been smooth sailing. Before you move into schedules for install, you've got designing and engineering to","Everything has been great. I've been well-informed about everything and never had any questions. Everything was almost answered preemptively and it's been smooth sailing. Before you move into schedules for install, you've got designing and engineering to go through. We had to send somebody out to the house to do a site assessment and you won't be scheduled for install until permit is received, but the process was started a couple of days after I signed the contract.",2022-01-03,2,0
13,sunlux-energy,"Sunlux is great. Even the dumbest questions that I had, they answered them. Every time I had a new concern, they were willing to contact me, whether through email, message, text, and get that concern out of the way.","Sunlux is great. Even the dumbest questions that I had, they answered them. Every time I had a new concern, they were willing to contact me, whether through email, message, text, and get that concern out of the way.",2022-01-02,5,0
14,sunlux-energy,"The rep answered all my questions and was patient. It took us weeks back and forth because I wasn't tenacious on signing a contract. I reviewed the proposals, asked more questions and he supported the whole process. We're at the early stage of the projec","The rep answered all my questions and was patient. It took us weeks back and forth because I wasn't tenacious on signing a contract. I reviewed the proposals, asked more questions and he supported the whole process. We're at the early stage of the project, getting approvals, and I'm comfortable with the decision I made. I evaluated two other companies and felt SunLux was the right choice for us. I would tell friends that it's definitely one of the companies they should evaluate before making a decision.",2022-01-01,5,0
15,sunlux-energy,"SunLux had the best pricing, reviews and follow-up, and it's going good with them, so far. They gave me all the information that I needed. Whenever I had questions, they were able to give me the answers.","SunLux had the best pricing, reviews and follow-up, and it's going good with them, so far. They gave me all the information that I needed. Whenever I had questions, they were able to give me the answers.",2021-12-31,5,0
16,sunlux-energy,The way SunLux quoted and their pricing structure were very clear and upfront. I like the fact that they presented a consumer guide that they have to give you. It gives you all the rules and regulations and all the breakdown for getting solar. The other ,"The way SunLux quoted and their pricing structure were very clear and upfront. I like the fact that they presented a consumer guide that they have to give you. It gives you all the rules and regulations and all the breakdown for getting solar. The other guys will give it to me eventually, but they didn't give it to me upfront. The SunLux reps were good and professional. We're all signed up. Right now, we're at the permitting process. Overall, everything SunLux has done has been good.",2021-12-28,4,0
17,sunlux-energy,"I have been shopping around a couple of companies and the descriptions and communications were much more detailed and efficient with SunLux, especially the type of product and the warranty was very interesting. The financial part went smoothly. The desig","I have been shopping around a couple of companies and the descriptions and communications were much more detailed and efficient with SunLux, especially the type of product and the warranty was very interesting. The financial part went smoothly. The design has been approved two weeks ago and SunLux said they would send it to the city for approval. My guess is it would go on until next year. But so far, everything is good.",2021-12-10,4,0
18,sunlux-energy,We are in the process of having SunLux installed. I signed off on the approval and they were gonna request a permit from my city. It's all within the timeframe they told me it was gonna be. They've also been right on top of doing everything they said the,"We are in the process of having SunLux installed. I signed off on the approval and they were gonna request a permit from my city. It's all within the timeframe they told me it was gonna be. They've also been right on top of doing everything they said they are gonna do. Customer service has all gotten back to me right away and has been very helpful. So far, so good.",2021-12-05,5,0
19,sunlux-energy,"We are at the paperwork portion of the process and my rep, Erica, has been doing well. She was very accommodating, answered all my questions, and helped me through everything. She caught a little issue before going into the HOA approval process. I forgot","We are at the paperwork portion of the process and my rep, Erica, has been doing well. She was very accommodating, answered all my questions, and helped me through everything. She caught a little issue before going into the HOA approval process. I forgot to sign one of the areas on there. We fixed that quickly. I’m happy that I chose SunLux.",2021-12-04,5,0
20,sunlux-energy,"SunLux's program is not that good but I like their brand of equipment and their system. Their sales rep was personally and professionally very good. We did the deal and now they start doing the design. I'm waiting for that. Other than that, whatever was ","SunLux's program is not that good but I like their brand of equipment and their system. Their sales rep was personally and professionally very good. We did the deal and now they start doing the design. I'm waiting for that. Other than that, whatever was done is nice. There are a lot of companies in the market for solar systems and if anybody asks me, I will recommend SunLux to them.",2021-12-03,5,0
21,sunlux-energy,"So far, SunLux has been great. They were competitive with price. They weren't the cheapest company that I went with, but I'm hoping I’m getting what I'm paying for. So far, it feels like it. They provided various financing options, and they were transpar","So far, SunLux has been great. They were competitive with price. They weren't the cheapest company that I went with, but I'm hoping I’m getting what I'm paying for. So far, it feels like it. They provided various financing options, and they were transparent about it. They said, “We have these companies. There's like 10 or more. You can pick whatever makes the most sense for you based on APR or anything like that.”
Read full review",2021-12-02,4,0
22,sunlux-energy,"I worked with Mark and didn't get the best impression of him at first. He talks a lot, and I’m more ""get to the point"". He was persistent and kept matching with other offers I was receiving. We signed with someone else but he didn’t give up. Eventually, ","I worked with Mark and didn't get the best impression of him at first. He talks a lot, and I’m more ""get to the point"". He was persistent and kept matching with other offers I was receiving. We signed with someone else but he didn’t give up. Eventually, he gained my trust. We have a set date for the installation but I have a concern right now. We don’t have the second payment and there’s a late fee for it. Right now, we’re trying to get a HELOC but they're delaying it. I’m concerned if they will commit to the late fee, or will they give us a grace period to get this resolved.
Read full review",2021-12-01,4,0
23,sunlux-energy,"The salesperson was really good. He was very instrumental with my choosing SunLux. I had some concerns but he was able to answer it. At the same time, I felt sincerity and authenticity from him. SunLux did their best to try to be the hub for everything b","The salesperson was really good. He was very instrumental with my choosing SunLux. I had some concerns but he was able to answer it. At the same time, I felt sincerity and authenticity from him. SunLux did their best to try to be the hub for everything but there are a lot of moving parts. There's SunLux and there's the financing. Then I'm in a unique situation where I also have an HOA. For my HOA, I had to fill out forms and it would have been great if SunLux did that for me. The city approved the project and SunLux took care of that part, which is great. Once HOA approves the project, we're going to schedule the installation.",2021-11-30,5,0
24,sunlux-energy,"SunLux gave me the best sales pitch and they had a decent price. I Zoomed a couple of people and they were pretty nice. My FICO score was so bad, I couldn't afford to finance, so I just used cash.","SunLux gave me the best sales pitch and they had a decent price. I Zoomed a couple of people and they were pretty nice. My FICO score was so bad, I couldn't afford to finance, so I just used cash.",2021-11-29,5,0
25,sunlux-energy,"SunLux was highly recommended and it seemed that the timeline was better. Also, it was much more value-based. My home used to be a single-family. I added an ADU, so I'm actually getting two units that are gonna be installed. I was looking into options on","SunLux was highly recommended and it seemed that the timeline was better. Also, it was much more value-based. My home used to be a single-family. I added an ADU, so I'm actually getting two units that are gonna be installed. I was looking into options on how to change that with monitoring each one independently. The rep just kicked me up to the higher-up person who was one of the owners and he was able to help me with my questions.",2021-11-28,5,0
26,sunlux-energy,"I got three other quotes but it felt like SunLux was the best way to go. The rep was able to adjust to my scheduling conflict and come early. He was very knowledgeable. He told me what to expect, what would happen, and what the next steps would be. He go","I got three other quotes but it felt like SunLux was the best way to go. The rep was able to adjust to my scheduling conflict and come early. He was very knowledgeable. He told me what to expect, what would happen, and what the next steps would be. He got everything done in an hour. Also, my project manager has been awesome. She keeps me notified every day. She also emails me at least a couple of times a week saying, “Hey, this is where we're at. This is where we're going. This is what has to happen.” So, it has been great so far.",2021-11-27,4,0
